Country,Date,Percent Pop. on Internet
Greece,2004-01-01T00:00:00.000000+00:00,24.0
Grenada,2004-01-01T00:00:00.000000+00:00,20.5
Greenland,2004-01-01T00:00:00.000000+00:00,57.7
Guatemala,2004-01-01T00:00:00.000000+00:00,5.7
Guam,2004-01-01T00:00:00.000000+00:00,38.6
Guyana,2004-01-01T00:00:00.000000+00:00,
"Hong Kong, China",2004-01-01T00:00:00.000000+00:00,56.9
Honduras,2004-01-01T00:00:00.000000+00:00,6.5
Croatia,2004-01-01T00:00:00.000000+00:00,33.1
Haiti,2004-01-01T00:00:00.000000+00:00,6.38
Hungary,2004-01-01T00:00:00.000000+00:00,39.0
Indonesia,2004-01-01T00:00:00.000000+00:00,3.6
India,2004-01-01T00:00:00.000000+00:00,2.39
Ireland,2004-01-01T00:00:00.000000+00:00,41.6
Iran,2004-01-01T00:00:00.000000+00:00,8.1
Iraq,2004-01-01T00:00:00.000000+00:00,0.9
Iceland,2004-01-01T00:00:00.000000+00:00,87.0
Israel,2004-01-01T00:00:00.000000+00:00,25.2
Italy,2004-01-01T00:00:00.000000+00:00,35.0
Jamaica,2004-01-01T00:00:00.000000+00:00,12.8
Jordan,2004-01-01T00:00:00.000000+00:00,12.9
Japan,2004-01-01T00:00:00.000000+00:00,66.9
Kazakhstan,2004-01-01T00:00:00.000000+00:00,2.96
Kenya,2004-01-01T00:00:00.000000+00:00,3.1
Kyrgyz Republic,2004-01-01T00:00:00.000000+00:00,10.5
Cambodia,2004-01-01T00:00:00.000000+00:00,0.317
Kiribati,2004-01-01T00:00:00.000000+00:00,4.0
St. Kitts and Nevis,2004-01-01T00:00:00.000000+00:00,34.0
South Korea,2004-01-01T00:00:00.000000+00:00,73.5
Kosovo,2004-01-01T00:00:00.000000+00:00,
Kuwait,2004-01-01T00:00:00.000000+00:00,25.9
Lao,2004-01-01T00:00:00.000000+00:00,0.85
Lebanon,2004-01-01T00:00:00.000000+00:00,10.1
Liberia,2004-01-01T00:00:00.000000+00:00,
Libya,2004-01-01T00:00:00.000000+00:00,3.92
St. Lucia,2004-01-01T00:00:00.000000+00:00,21.6
Liechtenstein,2004-01-01T00:00:00.000000+00:00,63.4
Sri Lanka,2004-01-01T00:00:00.000000+00:00,1.79
Lesotho,2004-01-01T00:00:00.000000+00:00,2.58
Lithuania,2004-01-01T00:00:00.000000+00:00,36.2
Luxembourg,2004-01-01T00:00:00.000000+00:00,70.0
Latvia,2004-01-01T00:00:00.000000+00:00,46.0
"Macao, China",2004-01-01T00:00:00.000000+00:00,34.9
Morocco,2004-01-01T00:00:00.000000+00:00,15.1
Monaco,2004-01-01T00:00:00.000000+00:00,55.5
Moldova,2004-01-01T00:00:00.000000+00:00,14.6
Madagascar,2004-01-01T00:00:00.000000+00:00,0.568
Maldives,2004-01-01T00:00:00.000000+00:00,6.87
Mexico,2004-01-01T00:00:00.000000+00:00,17.2
Marshall Islands,2004-01-01T00:00:00.000000+00:00,3.88
North Macedonia,2004-01-01T00:00:00.000000+00:00,26.4
Mali,2004-01-01T00:00:00.000000+00:00,0.507
Malta,2004-01-01T00:00:00.000000+00:00,41.2
Myanmar,2004-01-01T00:00:00.000000+00:00,0.0652
Montenegro,2004-01-01T00:00:00.000000+00:00,27.1
Mongolia,2004-01-01T00:00:00.000000+00:00,
Northern Mariana Islands,2004-01-01T00:00:00.000000+00:00,
Mozambique,2004-01-01T00:00:00.000000+00:00,0.854
Mauritania,2004-01-01T00:00:00.000000+00:00,0.67
Mauritius,2004-01-01T00:00:00.000000+00:00,15.2
Malawi,2004-01-01T00:00:00.000000+00:00,0.384
Malaysia,2004-01-01T00:00:00.000000+00:00,48.6
Namibia,2004-01-01T00:00:00.000000+00:00,4.01
New Caledonia,2004-01-01T00:00:00.000000+00:00,32.4
Niger,2004-01-01T00:00:00.000000+00:00,0.221
Nigeria,2004-01-01T00:00:00.000000+00:00,3.55
Nicaragua,2004-01-01T00:00:00.000000+00:00,2.57
Netherlands,2004-01-01T00:00:00.000000+00:00,81.0
Curaçao,2004-01-01T00:00:00.000000+00:00,
Norway,2004-01-01T00:00:00.000000+00:00,82.0
Nepal,2004-01-01T00:00:00.000000+00:00,0.827
Nauru,2004-01-01T00:00:00.000000+00:00,
New Zealand,2004-01-01T00:00:00.000000+00:00,62.7
Oman,2004-01-01T00:00:00.000000+00:00,6.68
Pakistan,2004-01-01T00:00:00.000000+00:00,6.33
Panama,2004-01-01T00:00:00.000000+00:00,11.5
Peru,2004-01-01T00:00:00.000000+00:00,17.1
Philippines,2004-01-01T00:00:00.000000+00:00,5.4
Palau,2004-01-01T00:00:00.000000+00:00,
Papua New Guinea,2004-01-01T00:00:00.000000+00:00,1.72
Poland,2004-01-01T00:00:00.000000+00:00,38.8
Puerto Rico,2004-01-01T00:00:00.000000+00:00,23.4
North Korea,2004-01-01T00:00:00.000000+00:00,0.0
Portugal,2004-01-01T00:00:00.000000+00:00,35.0
Paraguay,2004-01-01T00:00:00.000000+00:00,7.91
Palestine,2004-01-01T00:00:00.000000+00:00,16.0
French Polynesia,2004-01-01T00:00:00.000000+00:00,21.5
Qatar,2004-01-01T00:00:00.000000+00:00,24.7
Romania,2004-01-01T00:00:00.000000+00:00,21.5
Russia,2004-01-01T00:00:00.000000+00:00,15.2
Rwanda,2004-01-01T00:00:00.000000+00:00,0.556
Saudi Arabia,2004-01-01T00:00:00.000000+00:00,12.7
Sudan,2004-01-01T00:00:00.000000+00:00,1.29
Senegal,2004-01-01T00:00:00.000000+00:00,4.79
Singapore,2004-01-01T00:00:00.000000+00:00,61.0
Solomon Islands,2004-01-01T00:00:00.000000+00:00,0.844
Sierra Leone,2004-01-01T00:00:00.000000+00:00,0.215
El Salvador,2004-01-01T00:00:00.000000+00:00,4.2
San Marino,2004-01-01T00:00:00.000000+00:00,50.3
Somalia,2004-01-01T00:00:00.000000+00:00,1.08
Serbia,2004-01-01T00:00:00.000000+00:00,26.3
South Sudan,2004-01-01T00:00:00.000000+00:00,
Sao Tome and Principe,2004-01-01T00:00:00.000000+00:00,13.8
Suriname,2004-01-01T00:00:00.000000+00:00,6.4
Slovak Republic,2004-01-01T00:00:00.000000+00:00,55.2
Slovenia,2004-01-01T00:00:00.000000+00:00,46.8
Sweden,2004-01-01T00:00:00.000000+00:00,84.8
Eswatini,2004-01-01T00:00:00.000000+00:00,3.7
Seychelles,2004-01-01T00:00:00.000000+00:00,25.4
Syria,2004-01-01T00:00:00.000000+00:00,5.65
Turks and Caicos Islands,2004-01-01T00:00:00.000000+00:00,
Chad,2004-01-01T00:00:00.000000+00:00,0.399
Togo,2004-01-01T00:00:00.000000+00:00,1.8
Thailand,2004-01-01T00:00:00.000000+00:00,15.0
Tajikistan,2004-01-01T00:00:00.000000+00:00,0.299
Turkmenistan,2004-01-01T00:00:00.000000+00:00,0.997
Timor-Leste,2004-01-01T00:00:00.000000+00:00,0.099
Tonga,2004-01-01T00:00:00.000000+00:00,4.91
Trinidad and Tobago,2004-01-01T00:00:00.000000+00:00,29.0
Tunisia,2004-01-01T00:00:00.000000+00:00,9.66
Turkey,2004-01-01T00:00:00.000000+00:00,15.5
Tuvalu,2004-01-01T00:00:00.000000+00:00,
Tanzania,2004-01-01T00:00:00.000000+00:00,1.1
Uganda,2004-01-01T00:00:00.000000+00:00,1.74
Ukraine,2004-01-01T00:00:00.000000+00:00,3.75
Uruguay,2004-01-01T00:00:00.000000+00:00,20.1
United States,2004-01-01T00:00:00.000000+00:00,68.0
Uzbekistan,2004-01-01T00:00:00.000000+00:00,3.34
St. Vincent and the Grenadines,2004-01-01T00:00:00.000000+00:00,9.2
Venezuela,2004-01-01T00:00:00.000000+00:00,12.6
British Virgin Islands,2004-01-01T00:00:00.000000+00:00,
Virgin Islands (U.S.),2004-01-01T00:00:00.000000+00:00,27.3
Vietnam,2004-01-01T00:00:00.000000+00:00,12.7
Vanuatu,2004-01-01T00:00:00.000000+00:00,5.08
Samoa,2004-01-01T00:00:00.000000+00:00,3.35
Yemen,2004-01-01T00:00:00.000000+00:00,1.05
South Africa,2004-01-01T00:00:00.000000+00:00,7.49
Zambia,2004-01-01T00:00:00.000000+00:00,2.85
Zimbabwe,2004-01-01T00:00:00.000000+00:00,2.4
Aruba,2005-01-01T00:00:00.000000+00:00,28.0
Afghanistan,2005-01-01T00:00:00.000000+00:00,2.11
Angola,2005-01-01T00:00:00.000000+00:00,1.5
Albania,2005-01-01T00:00:00.000000+00:00,9.61
Andorra,2005-01-01T00:00:00.000000+00:00,48.9
United Arab Emirates,2005-01-01T00:00:00.000000+00:00,52.0
Argentina,2005-01-01T00:00:00.000000+00:00,20.9
Armenia,2005-01-01T00:00:00.000000+00:00,5.63
American Samoa,2005-01-01T00:00:00.000000+00:00,
Antigua and Barbuda,2005-01-01T00:00:00.000000+00:00,30.0
Australia,2005-01-01T00:00:00.000000+00:00,66.0
Austria,2005-01-01T00:00:00.000000+00:00,63.6
Azerbaijan,2005-01-01T00:00:00.000000+00:00,12.0
Burundi,2005-01-01T00:00:00.000000+00:00,0.658
Belgium,2005-01-01T00:00:00.000000+00:00,59.7
Benin,2005-01-01T00:00:00.000000+00:00,1.54
Burkina Faso,2005-01-01T00:00:00.000000+00:00,0.633
Bangladesh,2005-01-01T00:00:00.000000+00:00,1.0
Bulgaria,2005-01-01T00:00:00.000000+00:00,27.1
Bahrain,2005-01-01T00:00:00.000000+00:00,28.2
Bahamas,2005-01-01T00:00:00.000000+00:00,26.0
Bosnia and Herzegovina,2005-01-01T00:00:00.000000+00:00,25.1
Belarus,2005-01-01T00:00:00.000000+00:00,16.2
Belize,2005-01-01T00:00:00.000000+00:00,24.0
Bermuda,2005-01-01T00:00:00.000000+00:00,69.9
Bolivia,2005-01-01T00:00:00.000000+00:00,6.2
Brazil,2005-01-01T00:00:00.000000+00:00,28.2
Barbados,2005-01-01T00:00:00.000000+00:00,55.3
Brunei,2005-01-01T00:00:00.000000+00:00,42.2
Bhutan,2005-01-01T00:00:00.000000+00:00,4.52
Botswana,2005-01-01T00:00:00.000000+00:00,4.29
Central African Republic,2005-01-01T00:00:00.000000+00:00,0.311
Canada,2005-01-01T00:00:00.000000+00:00,72.4
Switzerland,2005-01-01T00:00:00.000000+00:00,75.7
Chile,2005-01-01T00:00:00.000000+00:00,34.5
China,2005-01-01T00:00:00.000000+00:00,10.5
Cote d'Ivoire,2005-01-01T00:00:00.000000+00:00,1.52
Cameroon,2005-01-01T00:00:00.000000+00:00,2.03
"Congo, Dem. Rep.",2005-01-01T00:00:00.000000+00:00,0.296
"Congo, Rep.",2005-01-01T00:00:00.000000+00:00,2.01
Colombia,2005-01-01T00:00:00.000000+00:00,15.3
Comoros,2005-01-01T00:00:00.000000+00:00,2.2
Cape Verde,2005-01-01T00:00:00.000000+00:00,6.81
Costa Rica,2005-01-01T00:00:00.000000+00:00,25.1
Cuba,2005-01-01T00:00:00.000000+00:00,11.2
Cayman Islands,2005-01-01T00:00:00.000000+00:00,44.5
Cyprus,2005-01-01T00:00:00.000000+00:00,35.8
Czech Republic,2005-01-01T00:00:00.000000+00:00,47.9
Germany,2005-01-01T00:00:00.000000+00:00,72.2
Djibouti,2005-01-01T00:00:00.000000+00:00,1.27
Dominica,2005-01-01T00:00:00.000000+00:00,39.4
Denmark,2005-01-01T00:00:00.000000+00:00,86.7
Dominican Republic,2005-01-01T00:00:00.000000+00:00,14.8
Algeria,2005-01-01T00:00:00.000000+00:00,7.38
Ecuador,2005-01-01T00:00:00.000000+00:00,7.2
Egypt,2005-01-01T00:00:00.000000+00:00,13.7
Eritrea,2005-01-01T00:00:00.000000+00:00,
Spain,2005-01-01T00:00:00.000000+00:00,50.4
Estonia,2005-01-01T00:00:00.000000+00:00,63.5
Ethiopia,2005-01-01T00:00:00.000000+00:00,0.311
Finland,2005-01-01T00:00:00.000000+00:00,79.7
Fiji,2005-01-01T00:00:00.000000+00:00,9.6
France,2005-01-01T00:00:00.000000+00:00,46.9
Faeroe Islands,2005-01-01T00:00:00.000000+00:00,69.4
"Micronesia, Fed. Sts.",2005-01-01T00:00:00.000000+00:00,12.8
Gabon,2005-01-01T00:00:00.000000+00:00,5.49
United Kingdom,2005-01-01T00:00:00.000000+00:00,68.8
Georgia,2005-01-01T00:00:00.000000+00:00,7.53
Ghana,2005-01-01T00:00:00.000000+00:00,2.72
Gibraltar,2005-01-01T00:00:00.000000+00:00,45.3
Guinea,2005-01-01T00:00:00.000000+00:00,0.637
Gambia,2005-01-01T00:00:00.000000+00:00,5.24
Guinea-Bissau,2005-01-01T00:00:00.000000+00:00,2.06
Equatorial Guinea,2005-01-01T00:00:00.000000+00:00,1.28
Greece,2005-01-01T00:00:00.000000+00:00,32.3
Grenada,2005-01-01T00:00:00.000000+00:00,21.4
Greenland,2005-01-01T00:00:00.000000+00:00,59.4
Guatemala,2005-01-01T00:00:00.000000+00:00,6.5
Guam,2005-01-01T00:00:00.000000+00:00,43.9
Guyana,2005-01-01T00:00:00.000000+00:00,
"Hong Kong, China",2005-01-01T00:00:00.000000+00:00,60.8
Honduras,2005-01-01T00:00:00.000000+00:00,7.8
Croatia,2005-01-01T00:00:00.000000+00:00,38.0
Haiti,2005-01-01T00:00:00.000000+00:00,6.8
Hungary,2005-01-01T00:00:00.000000+00:00,47.1
Indonesia,2005-01-01T00:00:00.000000+00:00,4.76
India,2005-01-01T00:00:00.000000+00:00,2.81
Ireland,2005-01-01T00:00:00.000000+00:00,54.8
Iran,2005-01-01T00:00:00.000000+00:00,8.76
Iraq,2005-01-01T00:00:00.000000+00:00,0.952
Iceland,2005-01-01T00:00:00.000000+00:00,89.5
Israel,2005-01-01T00:00:00.000000+00:00,27.9
Italy,2005-01-01T00:00:00.000000+00:00,38.0
Jamaica,2005-01-01T00:00:00.000000+00:00,16.4
Jordan,2005-01-01T00:00:00.000000+00:00,13.9
Japan,2005-01-01T00:00:00.000000+00:00,68.7
Kazakhstan,2005-01-01T00:00:00.000000+00:00,3.27
Kenya,2005-01-01T00:00:00.000000+00:00,3.6
Kyrgyz Republic,2005-01-01T00:00:00.000000+00:00,12.3
Cambodia,2005-01-01T00:00:00.000000+00:00,0.468
Kiribati,2005-01-01T00:00:00.000000+00:00,4.5
St. Kitts and Nevis,2005-01-01T00:00:00.000000+00:00,38.5
South Korea,2005-01-01T00:00:00.000000+00:00,78.1
Kosovo,2005-01-01T00:00:00.000000+00:00,
Kuwait,2005-01-01T00:00:00.000000+00:00,28.8
Lao,2005-01-01T00:00:00.000000+00:00,1.17
Lebanon,2005-01-01T00:00:00.000000+00:00,15.0
Liberia,2005-01-01T00:00:00.000000+00:00,
Libya,2005-01-01T00:00:00.000000+00:00,4.3
St. Lucia,2005-01-01T00:00:00.000000+00:00,24.5
Liechtenstein,2005-01-01T00:00:00.000000+00:00,64.2
Sri Lanka,2005-01-01T00:00:00.000000+00:00,2.54
Lesotho,2005-01-01T00:00:00.000000+00:00,2.98
Lithuania,2005-01-01T00:00:00.000000+00:00,43.9
Luxembourg,2005-01-01T00:00:00.000000+00:00,72.5
Latvia,2005-01-01T00:00:00.000000+00:00,53.6
"Macao, China",2005-01-01T00:00:00.000000+00:00,46.4
Morocco,2005-01-01T00:00:00.000000+00:00,19.8
Monaco,2005-01-01T00:00:00.000000+00:00,61.5
Moldova,2005-01-01T00:00:00.000000+00:00,19.6
Madagascar,2005-01-01T00:00:00.000000+00:00,0.608
Maldives,2005-01-01T00:00:00.000000+00:00,11.0
Mexico,2005-01-01T00:00:00.000000+00:00,19.5
Marshall Islands,2005-01-01T00:00:00.000000+00:00,3.8
North Macedonia,2005-01-01T00:00:00.000000+00:00,28.6
Mali,2005-01-01T00:00:00.000000+00:00,0.73
Malta,2005-01-01T00:00:00.000000+00:00,40.4
Myanmar,2005-01-01T00:00:00.000000+00:00,0.182
Montenegro,2005-01-01T00:00:00.000000+00:00,28.9
Mongolia,2005-01-01T00:00:00.000000+00:00,
Northern Mariana Islands,2005-01-01T00:00:00.000000+00:00,
Mozambique,2005-01-01T00:00:00.000000+00:00,0.843
Mauritania,2005-01-01T00:00:00.000000+00:00,0.98
Mauritius,2005-01-01T00:00:00.000000+00:00,16.7
Malawi,2005-01-01T00:00:00.000000+00:00,0.425
Malaysia,2005-01-01T00:00:00.000000+00:00,51.6
Namibia,2005-01-01T00:00:00.000000+00:00,4.4
New Caledonia,2005-01-01T00:00:00.000000+00:00,33.5
Niger,2005-01-01T00:00:00.000000+00:00,0.294
Nigeria,2005-01-01T00:00:00.000000+00:00,5.55
Nicaragua,2005-01-01T00:00:00.000000+00:00,2.81
Netherlands,2005-01-01T00:00:00.000000+00:00,83.7
Curaçao,2005-01-01T00:00:00.000000+00:00,
Norway,2005-01-01T00:00:00.000000+00:00,82.5
Nepal,2005-01-01T00:00:00.000000+00:00,1.14
Nauru,2005-01-01T00:00:00.000000+00:00,
New Zealand,2005-01-01T00:00:00.000000+00:00,69.0
Oman,2005-01-01T00:00:00.000000+00:00,8.3
Pakistan,2005-01-01T00:00:00.000000+00:00,6.5
Panama,2005-01-01T00:00:00.000000+00:00,17.3
Peru,2005-01-01T00:00:00.000000+00:00,20.7
Philippines,2005-01-01T00:00:00.000000+00:00,5.74
Palau,2005-01-01T00:00:00.000000+00:00,
Papua New Guinea,2005-01-01T00:00:00.000000+00:00,1.75
Poland,2005-01-01T00:00:00.000000+00:00,44.6
Puerto Rico,2005-01-01T00:00:00.000000+00:00,25.4
North Korea,2005-01-01T00:00:00.000000+00:00,0.0
Portugal,2005-01-01T00:00:00.000000+00:00,38.0
Paraguay,2005-01-01T00:00:00.000000+00:00,7.96
Palestine,2005-01-01T00:00:00.000000+00:00,18.4
French Polynesia,2005-01-01T00:00:00.000000+00:00,25.1
Qatar,2005-01-01T00:00:00.000000+00:00,29.0
Romania,2005-01-01T00:00:00.000000+00:00,24.7
Russia,2005-01-01T00:00:00.000000+00:00,18.0
Rwanda,2005-01-01T00:00:00.000000+00:00,
Saudi Arabia,2005-01-01T00:00:00.000000+00:00,19.5
Sudan,2005-01-01T00:00:00.000000+00:00,
Senegal,2005-01-01T00:00:00.000000+00:00,5.61
Singapore,2005-01-01T00:00:00.000000+00:00,59.0
Solomon Islands,2005-01-01T00:00:00.000000+00:00,1.65
Sierra Leone,2005-01-01T00:00:00.000000+00:00,0.228
El Salvador,2005-01-01T00:00:00.000000+00:00,5.5
San Marino,2005-01-01T00:00:00.000000+00:00,50.2
Somalia,2005-01-01T00:00:00.000000+00:00,1.1
Serbia,2005-01-01T00:00:00.000000+00:00,27.2
South Sudan,2005-01-01T00:00:00.000000+00:00,
Sao Tome and Principe,2005-01-01T00:00:00.000000+00:00,14.2
Suriname,2005-01-01T00:00:00.000000+00:00,9.5
Slovak Republic,2005-01-01T00:00:00.000000+00:00,56.1
Slovenia,2005-01-01T00:00:00.000000+00:00,54.0
Sweden,2005-01-01T00:00:00.000000+00:00,87.8
Eswatini,2005-01-01T00:00:00.000000+00:00,3.7
Seychelles,2005-01-01T00:00:00.000000+00:00,35.0
Syria,2005-01-01T00:00:00.000000+00:00,7.83
Turks and Caicos Islands,2005-01-01T00:00:00.000000+00:00,
Chad,2005-01-01T00:00:00.000000+00:00,0.581
Togo,2005-01-01T00:00:00.000000+00:00,2.0
Thailand,2005-01-01T00:00:00.000000+00:00,17.2
Tajikistan,2005-01-01T00:00:00.000000+00:00,3.77
Turkmenistan,2005-01-01T00:00:00.000000+00:00,1.32
Timor-Leste,2005-01-01T00:00:00.000000+00:00,0.5
Tonga,2005-01-01T00:00:00.000000+00:00,5.85
Trinidad and Tobago,2005-01-01T00:00:00.000000+00:00,30.0
Tunisia,2005-01-01T00:00:00.000000+00:00,13.0
Turkey,2005-01-01T00:00:00.000000+00:00,18.2
Tuvalu,2005-01-01T00:00:00.000000+00:00,
Tanzania,2005-01-01T00:00:00.000000+00:00,1.3
Uganda,2005-01-01T00:00:00.000000+00:00,2.53
Ukraine,2005-01-01T00:00:00.000000+00:00,4.51
Uruguay,2005-01-01T00:00:00.000000+00:00,29.4
United States,2005-01-01T00:00:00.000000+00:00,68.9
Uzbekistan,2005-01-01T00:00:00.000000+00:00,6.39
St. Vincent and the Grenadines,2005-01-01T00:00:00.000000+00:00,12.0
Venezuela,2005-01-01T00:00:00.000000+00:00,15.2
British Virgin Islands,2005-01-01T00:00:00.000000+00:00,
Virgin Islands (U.S.),2005-01-01T00:00:00.000000+00:00,27.3
Vietnam,2005-01-01T00:00:00.000000+00:00,17.3
Vanuatu,2005-01-01T00:00:00.000000+00:00,5.85
Samoa,2005-01-01T00:00:00.000000+00:00,4.47
Yemen,2005-01-01T00:00:00.000000+00:00,1.25
South Africa,2005-01-01T00:00:00.000000+00:00,7.61
Zambia,2005-01-01T00:00:00.000000+00:00,4.16
Zimbabwe,2005-01-01T00:00:00.000000+00:00,2.4
Aruba,2006-01-01T00:00:00.000000+00:00,30.9
Afghanistan,2006-01-01T00:00:00.000000+00:00,1.9
Angola,2006-01-01T00:00:00.000000+00:00,1.7
Albania,2006-01-01T00:00:00.000000+00:00,15.0
Andorra,2006-01-01T00:00:00.000000+00:00,70.9
United Arab Emirates,2006-01-01T00:00:00.000000+00:00,61.0
Argentina,2006-01-01T00:00:00.000000+00:00,25.9
Armenia,2006-01-01T00:00:00.000000+00:00,6.02
American Samoa,2006-01-01T00:00:00.000000+00:00,
Antigua and Barbuda,2006-01-01T00:00:00.000000+00:00,34.0
Australia,2006-01-01T00:00:00.000000+00:00,69.5
Austria,2006-01-01T00:00:00.000000+00:00,69.4
Azerbaijan,2006-01-01T00:00:00.000000+00:00,14.5
Burundi,2006-01-01T00:00:00.000000+00:00,0.7
Belgium,2006-01-01T00:00:00.000000+00:00,64.4
Benin,2006-01-01T00:00:00.000000+00:00,1.79
Burkina Faso,2006-01-01T00:00:00.000000+00:00,0.75
Bangladesh,2006-01-01T00:00:00.000000+00:00,1.8
Bulgaria,2006-01-01T00:00:00.000000+00:00,33.6
Bahrain,2006-01-01T00:00:00.000000+00:00,32.9
Bahamas,2006-01-01T00:00:00.000000+00:00,27.0
Bosnia and Herzegovina,2006-01-01T00:00:00.000000+00:00,27.9
Belarus,2006-01-01T00:00:00.000000+00:00,19.7
Belize,2006-01-01T00:00:00.000000+00:00,24.6
Bermuda,2006-01-01T00:00:00.000000+00:00,74.4
Bolivia,2006-01-01T00:00:00.000000+00:00,10.5
Brazil,2006-01-01T00:00:00.000000+00:00,30.9
Barbados,2006-01-01T00:00:00.000000+00:00,58.2
Brunei,2006-01-01T00:00:00.000000+00:00,44.7
Bhutan,2006-01-01T00:00:00.000000+00:00,5.92
Botswana,2006-01-01T00:00:00.000000+00:00,5.28
Central African Republic,2006-01-01T00:00:00.000000+00:00,0.376
Canada,2006-01-01T00:00:00.000000+00:00,73.2
Switzerland,2006-01-01T00:00:00.000000+00:00,77.2
Chile,2006-01-01T00:00:00.000000+00:00,35.9
China,2006-01-01T00:00:00.000000+00:00,16.0
Cote d'Ivoire,2006-01-01T00:00:00.000000+00:00,1.8
Cameroon,2006-01-01T00:00:00.000000+00:00,2.93
"Congo, Dem. Rep.",2006-01-01T00:00:00.000000+00:00,0.37
"Congo, Rep.",2006-01-01T00:00:00.000000+00:00,2.76
Colombia,2006-01-01T00:00:00.000000+00:00,21.8
Comoros,2006-01-01T00:00:00.000000+00:00,2.5
Cape Verde,2006-01-01T00:00:00.000000+00:00,8.28
Costa Rica,2006-01-01T00:00:00.000000+00:00,28.4
Cuba,2006-01-01T00:00:00.000000+00:00,11.7
Cayman Islands,2006-01-01T00:00:00.000000+00:00,52.0
Cyprus,2006-01-01T00:00:00.000000+00:00,40.8
Czech Republic,2006-01-01T00:00:00.000000+00:00,51.9
Germany,2006-01-01T00:00:00.000000+00:00,75.2
Djibouti,2006-01-01T00:00:00.000000+00:00,1.62
Dominica,2006-01-01T00:00:00.000000+00:00,40.3
Denmark,2006-01-01T00:00:00.000000+00:00,85.0
Dominican Republic,2006-01-01T00:00:00.000000+00:00,17.7
Algeria,2006-01-01T00:00:00.000000+00:00,9.45
Ecuador,2006-01-01T00:00:00.000000+00:00,10.8
Egypt,2006-01-01T00:00:00.000000+00:00,16.0
Eritrea,2006-01-01T00:00:00.000000+00:00,0.41
Spain,2006-01-01T00:00:00.000000+00:00,55.1
Estonia,2006-01-01T00:00:00.000000+00:00,66.2
Ethiopia,2006-01-01T00:00:00.000000+00:00,0.37
Finland,2006-01-01T00:00:00.000000+00:00,80.8
Fiji,2006-01-01T00:00:00.000000+00:00,10.9
France,2006-01-01T00:00:00.000000+00:00,66.1
Faeroe Islands,2006-01-01T00:00:00.000000+00:00,76.0
"Micronesia, Fed. Sts.",2006-01-01T00:00:00.000000+00:00,13.6
Gabon,2006-01-01T00:00:00.000000+00:00,5.77
United Kingdom,2006-01-01T00:00:00.000000+00:00,75.1
Georgia,2006-01-01T00:00:00.000000+00:00,8.26
Ghana,2006-01-01T00:00:00.000000+00:00,3.85
Gibraltar,2006-01-01T00:00:00.000000+00:00,51.6
Guinea,2006-01-01T00:00:00.000000+00:00,0.78
Gambia,2006-01-01T00:00:00.000000+00:00,6.21
Guinea-Bissau,2006-01-01T00:00:00.000000+00:00,2.21
Equatorial Guinea,2006-01-01T00:00:00.000000+00:00,1.56
Greece,2006-01-01T00:00:00.000000+00:00,35.9
Grenada,2006-01-01T00:00:00.000000+00:00,22.3
Greenland,2006-01-01T00:00:00.000000+00:00,61.1
Guatemala,2006-01-01T00:00:00.000000+00:00,7.3
Guam,2006-01-01T00:00:00.000000+00:00,46.2
Guyana,2006-01-01T00:00:00.000000+00:00,13.8
"Hong Kong, China",2006-01-01T00:00:00.000000+00:00,64.8
Honduras,2006-01-01T00:00:00.000000+00:00,9.4
Croatia,2006-01-01T00:00:00.000000+00:00,41.4
Haiti,2006-01-01T00:00:00.000000+00:00,7.2
Hungary,2006-01-01T00:00:00.000000+00:00,53.3
Indonesia,2006-01-01T00:00:00.000000+00:00,5.79
India,2006-01-01T00:00:00.000000+00:00,3.95
Ireland,2006-01-01T00:00:00.000000+00:00,61.2
Iran,2006-01-01T00:00:00.000000+00:00,9.47
Iraq,2006-01-01T00:00:00.000000+00:00,0.93
Iceland,2006-01-01T00:00:00.000000+00:00,90.6
Israel,2006-01-01T00:00:00.000000+00:00,48.1
Italy,2006-01-01T00:00:00.000000+00:00,40.8
Jamaica,2006-01-01T00:00:00.000000+00:00,21.1
Jordan,2006-01-01T00:00:00.000000+00:00,20.0
Japan,2006-01-01T00:00:00.000000+00:00,74.3
Kazakhstan,2006-01-01T00:00:00.000000+00:00,4.02
Kenya,2006-01-01T00:00:00.000000+00:00,4.4
Kyrgyz Republic,2006-01-01T00:00:00.000000+00:00,14.0
Cambodia,2006-01-01T00:00:00.000000+00:00,0.49
Kiribati,2006-01-01T00:00:00.000000+00:00,6.0
St. Kitts and Nevis,2006-01-01T00:00:00.000000+00:00,43.5
South Korea,2006-01-01T00:00:00.000000+00:00,78.8
Kosovo,2006-01-01T00:00:00.000000+00:00,
Kuwait,2006-01-01T00:00:00.000000+00:00,34.8
Lao,2006-01-01T00:00:00.000000+00:00,1.64
Lebanon,2006-01-01T00:00:00.000000+00:00,18.7
Liberia,2006-01-01T00:00:00.000000+00:00,0.551
Libya,2006-01-01T00:00:00.000000+00:00,4.72
St. Lucia,2006-01-01T00:00:00.000000+00:00,27.9
Liechtenstein,2006-01-01T00:00:00.000000+00:00,65.1
Sri Lanka,2006-01-01T00:00:00.000000+00:00,3.88
Lesotho,2006-01-01T00:00:00.000000+00:00,3.45
Lithuania,2006-01-01T00:00:00.000000+00:00,49.9
Luxembourg,2006-01-01T00:00:00.000000+00:00,78.9
Latvia,2006-01-01T00:00:00.000000+00:00,59.2
