Country,Date,Tonnes CO2/person
Germany,1978-01-01T00:00:00.000000+00:00,14.3
Djibouti,1978-01-01T00:00:00.000000+00:00,1.08
Dominica,1978-01-01T00:00:00.000000+00:00,0.44
Denmark,1978-01-01T00:00:00.000000+00:00,12.3
Dominican Republic,1978-01-01T00:00:00.000000+00:00,1.2
Algeria,1978-01-01T00:00:00.000000+00:00,2.44
Ecuador,1978-01-01T00:00:00.000000+00:00,1.56
Egypt,1978-01-01T00:00:00.000000+00:00,1.02
Eritrea,1978-01-01T00:00:00.000000+00:00,
Spain,1978-01-01T00:00:00.000000+00:00,5.43
Estonia,1978-01-01T00:00:00.000000+00:00,16.7
Ethiopia,1978-01-01T00:00:00.000000+00:00,0.0535
Finland,1978-01-01T00:00:00.000000+00:00,11.4
Fiji,1978-01-01T00:00:00.000000+00:00,1.35
France,1978-01-01T00:00:00.000000+00:00,9.89
"Micronesia, Fed. Sts.",1978-01-01T00:00:00.000000+00:00,
Gabon,1978-01-01T00:00:00.000000+00:00,9.53
United Kingdom,1978-01-01T00:00:00.000000+00:00,11.5
Georgia,1978-01-01T00:00:00.000000+00:00,5.15
Ghana,1978-01-01T00:00:00.000000+00:00,0.245
Guinea,1978-01-01T00:00:00.000000+00:00,0.198
Gambia,1978-01-01T00:00:00.000000+00:00,0.238
Guinea-Bissau,1978-01-01T00:00:00.000000+00:00,0.142
Equatorial Guinea,1978-01-01T00:00:00.000000+00:00,0.258
Greece,1978-01-01T00:00:00.000000+00:00,5.34
Grenada,1978-01-01T00:00:00.000000+00:00,0.538
Guatemala,1978-01-01T00:00:00.000000+00:00,0.659
Guyana,1978-01-01T00:00:00.000000+00:00,1.96
"Hong Kong, China",1978-01-01T00:00:00.000000+00:00,3.34
Honduras,1978-01-01T00:00:00.000000+00:00,0.54
Croatia,1978-01-01T00:00:00.000000+00:00,3.9
Haiti,1978-01-01T00:00:00.000000+00:00,0.136
Hungary,1978-01-01T00:00:00.000000+00:00,8.02
Indonesia,1978-01-01T00:00:00.000000+00:00,0.661
India,1978-01-01T00:00:00.000000+00:00,0.433
Ireland,1978-01-01T00:00:00.000000+00:00,8.21
Iran,1978-01-01T00:00:00.000000+00:00,4.4
Iraq,1978-01-01T00:00:00.000000+00:00,3.99
Iceland,1978-01-01T00:00:00.000000+00:00,8.77
Israel,1978-01-01T00:00:00.000000+00:00,5.76
Italy,1978-01-01T00:00:00.000000+00:00,6.86
Jamaica,1978-01-01T00:00:00.000000+00:00,4.0
Jordan,1978-01-01T00:00:00.000000+00:00,1.64
Japan,1978-01-01T00:00:00.000000+00:00,8.16
Kazakhstan,1978-01-01T00:00:00.000000+00:00,14.7
Kenya,1978-01-01T00:00:00.000000+00:00,0.318
Kyrgyz Republic,1978-01-01T00:00:00.000000+00:00,5.6
Cambodia,1978-01-01T00:00:00.000000+00:00,0.00433
Kiribati,1978-01-01T00:00:00.000000+00:00,0.439
St. Kitts and Nevis,1978-01-01T00:00:00.000000+00:00,
South Korea,1978-01-01T00:00:00.000000+00:00,3.55
Kuwait,1978-01-01T00:00:00.000000+00:00,13.6
Lao,1978-01-01T00:00:00.000000+00:00,0.0697
Lebanon,1978-01-01T00:00:00.000000+00:00,2.23
Liberia,1978-01-01T00:00:00.000000+00:00,1.08
Libya,1978-01-01T00:00:00.000000+00:00,8.38
St. Lucia,1978-01-01T00:00:00.000000+00:00,1.29
Liechtenstein,1978-01-01T00:00:00.000000+00:00,
Sri Lanka,1978-01-01T00:00:00.000000+00:00,0.258
Lesotho,1978-01-01T00:00:00.000000+00:00,
Lithuania,1978-01-01T00:00:00.000000+00:00,8.65
Luxembourg,1978-01-01T00:00:00.000000+00:00,33.6
Latvia,1978-01-01T00:00:00.000000+00:00,6.21
Morocco,1978-01-01T00:00:00.000000+00:00,0.817
Moldova,1978-01-01T00:00:00.000000+00:00,6.49
Madagascar,1978-01-01T00:00:00.000000+00:00,0.134
Maldives,1978-01-01T00:00:00.000000+00:00,0.191
Mexico,1978-01-01T00:00:00.000000+00:00,3.64
Marshall Islands,1978-01-01T00:00:00.000000+00:00,
North Macedonia,1978-01-01T00:00:00.000000+00:00,6.32
Mali,1978-01-01T00:00:00.000000+00:00,0.0616
Malta,1978-01-01T00:00:00.000000+00:00,2.75
Myanmar,1978-01-01T00:00:00.000000+00:00,0.152
Montenegro,1978-01-01T00:00:00.000000+00:00,2.81
Mongolia,1978-01-01T00:00:00.000000+00:00,3.82
Mozambique,1978-01-01T00:00:00.000000+00:00,0.232
Mauritania,1978-01-01T00:00:00.000000+00:00,0.404
Mauritius,1978-01-01T00:00:00.000000+00:00,0.693
Malawi,1978-01-01T00:00:00.000000+00:00,0.105
Malaysia,1978-01-01T00:00:00.000000+00:00,2.03
Namibia,1978-01-01T00:00:00.000000+00:00,
Niger,1978-01-01T00:00:00.000000+00:00,0.0824
Nigeria,1978-01-01T00:00:00.000000+00:00,0.984
Nicaragua,1978-01-01T00:00:00.000000+00:00,0.539
Netherlands,1978-01-01T00:00:00.000000+00:00,13.3
Norway,1978-01-01T00:00:00.000000+00:00,8.54
Nepal,1978-01-01T00:00:00.000000+00:00,0.0349
Nauru,1978-01-01T00:00:00.000000+00:00,14.9
New Zealand,1978-01-01T00:00:00.000000+00:00,5.27
Oman,1978-01-01T00:00:00.000000+00:00,7.07
Pakistan,1978-01-01T00:00:00.000000+00:00,0.373
Panama,1978-01-01T00:00:00.000000+00:00,1.65
Peru,1978-01-01T00:00:00.000000+00:00,1.3
Philippines,1978-01-01T00:00:00.000000+00:00,0.826
Palau,1978-01-01T00:00:00.000000+00:00,
Papua New Guinea,1978-01-01T00:00:00.000000+00:00,0.517
Poland,1978-01-01T00:00:00.000000+00:00,12.5
North Korea,1978-01-01T00:00:00.000000+00:00,6.4
Portugal,1978-01-01T00:00:00.000000+00:00,2.57
Paraguay,1978-01-01T00:00:00.000000+00:00,0.429
Palestine,1978-01-01T00:00:00.000000+00:00,
Qatar,1978-01-01T00:00:00.000000+00:00,70.0
Romania,1978-01-01T00:00:00.000000+00:00,8.72
Russia,1978-01-01T00:00:00.000000+00:00,15.0
Rwanda,1978-01-01T00:00:00.000000+00:00,0.0597
Saudi Arabia,1978-01-01T00:00:00.000000+00:00,15.1
Sudan,1978-01-01T00:00:00.000000+00:00,0.233
Senegal,1978-01-01T00:00:00.000000+00:00,0.531
Singapore,1978-01-01T00:00:00.000000+00:00,15.2
Solomon Islands,1978-01-01T00:00:00.000000+00:00,0.494
Sierra Leone,1978-01-01T00:00:00.000000+00:00,0.205
El Salvador,1978-01-01T00:00:00.000000+00:00,0.527
Somalia,1978-01-01T00:00:00.000000+00:00,0.0828
Serbia,1978-01-01T00:00:00.000000+00:00,5.39
South Sudan,1978-01-01T00:00:00.000000+00:00,0.0681
Sao Tome and Principe,1978-01-01T00:00:00.000000+00:00,0.353
Suriname,1978-01-01T00:00:00.000000+00:00,6.39
Slovak Republic,1978-01-01T00:00:00.000000+00:00,11.8
Slovenia,1978-01-01T00:00:00.000000+00:00,7.45
Sweden,1978-01-01T00:00:00.000000+00:00,10.2
Eswatini,1978-01-01T00:00:00.000000+00:00,0.787
Seychelles,1978-01-01T00:00:00.000000+00:00,1.86
Syria,1978-01-01T00:00:00.000000+00:00,2.61
Chad,1978-01-01T00:00:00.000000+00:00,0.0456
Togo,1978-01-01T00:00:00.000000+00:00,0.523
Thailand,1978-01-01T00:00:00.000000+00:00,0.789
Tajikistan,1978-01-01T00:00:00.000000+00:00,2.49
Turkmenistan,1978-01-01T00:00:00.000000+00:00,13.6
Timor-Leste,1978-01-01T00:00:00.000000+00:00,
Tonga,1978-01-01T00:00:00.000000+00:00,0.437
Trinidad and Tobago,1978-01-01T00:00:00.000000+00:00,15.6
Tunisia,1978-01-01T00:00:00.000000+00:00,1.41
Turkey,1978-01-01T00:00:00.000000+00:00,1.75
Tuvalu,1978-01-01T00:00:00.000000+00:00,
Taiwan,1978-01-01T00:00:00.000000+00:00,4.29
Tanzania,1978-01-01T00:00:00.000000+00:00,0.115
Uganda,1978-01-01T00:00:00.000000+00:00,0.0558
Ukraine,1978-01-01T00:00:00.000000+00:00,12.5
Uruguay,1978-01-01T00:00:00.000000+00:00,2.16
United States,1978-01-01T00:00:00.000000+00:00,21.5
Uzbekistan,1978-01-01T00:00:00.000000+00:00,6.61
St. Vincent and the Grenadines,1978-01-01T00:00:00.000000+00:00,0.294
Venezuela,1978-01-01T00:00:00.000000+00:00,5.18
Vietnam,1978-01-01T00:00:00.000000+00:00,0.306
Vanuatu,1978-01-01T00:00:00.000000+00:00,0.554
Samoa,1978-01-01T00:00:00.000000+00:00,0.616
Yemen,1978-01-01T00:00:00.000000+00:00,0.42
South Africa,1978-01-01T00:00:00.000000+00:00,7.87
Zambia,1978-01-01T00:00:00.000000+00:00,0.636
Zimbabwe,1978-01-01T00:00:00.000000+00:00,1.32
Afghanistan,1979-01-01T00:00:00.000000+00:00,0.132
Angola,1979-01-01T00:00:00.000000+00:00,0.64
Albania,1979-01-01T00:00:00.000000+00:00,1.93
Andorra,1979-01-01T00:00:00.000000+00:00,
United Arab Emirates,1979-01-01T00:00:00.000000+00:00,36.1
Argentina,1979-01-01T00:00:00.000000+00:00,3.89
Armenia,1979-01-01T00:00:00.000000+00:00,5.65
Antigua and Barbuda,1979-01-01T00:00:00.000000+00:00,2.31
Australia,1979-01-01T00:00:00.000000+00:00,15.1
Austria,1979-01-01T00:00:00.000000+00:00,6.84
Azerbaijan,1979-01-01T00:00:00.000000+00:00,8.13
Burundi,1979-01-01T00:00:00.000000+00:00,0.0353
Belgium,1979-01-01T00:00:00.000000+00:00,13.7
Benin,1979-01-01T00:00:00.000000+00:00,0.137
Burkina Faso,1979-01-01T00:00:00.000000+00:00,0.0634
Bangladesh,1979-01-01T00:00:00.000000+00:00,0.0955
Bulgaria,1979-01-01T00:00:00.000000+00:00,8.7
Bahrain,1979-01-01T00:00:00.000000+00:00,21.9
Bahamas,1979-01-01T00:00:00.000000+00:00,37.9
Bosnia and Herzegovina,1979-01-01T00:00:00.000000+00:00,3.85
Belarus,1979-01-01T00:00:00.000000+00:00,11.4
Belize,1979-01-01T00:00:00.000000+00:00,1.32
Bolivia,1979-01-01T00:00:00.000000+00:00,0.836
Brazil,1979-01-01T00:00:00.000000+00:00,1.54
Barbados,1979-01-01T00:00:00.000000+00:00,2.67
Brunei,1979-01-01T00:00:00.000000+00:00,35.5
Bhutan,1979-01-01T00:00:00.000000+00:00,0.0541
Botswana,1979-01-01T00:00:00.000000+00:00,1.1
Central African Republic,1979-01-01T00:00:00.000000+00:00,0.0483
Canada,1979-01-01T00:00:00.000000+00:00,18.2
Switzerland,1979-01-01T00:00:00.000000+00:00,6.45
Chile,1979-01-01T00:00:00.000000+00:00,2.2
China,1979-01-01T00:00:00.000000+00:00,1.46
Cote d'Ivoire,1979-01-01T00:00:00.000000+00:00,0.694
Cameroon,1979-01-01T00:00:00.000000+00:00,0.451
"Congo, Dem. Rep.",1979-01-01T00:00:00.000000+00:00,0.132
"Congo, Rep.",1979-01-01T00:00:00.000000+00:00,0.228
Colombia,1979-01-01T00:00:00.000000+00:00,1.64
Comoros,1979-01-01T00:00:00.000000+00:00,0.155
Cape Verde,1979-01-01T00:00:00.000000+00:00,0.426
Costa Rica,1979-01-01T00:00:00.000000+00:00,1.03
Cuba,1979-01-01T00:00:00.000000+00:00,3.18
Cyprus,1979-01-01T00:00:00.000000+00:00,4.76
Czech Republic,1979-01-01T00:00:00.000000+00:00,17.9
Germany,1979-01-01T00:00:00.000000+00:00,14.1
Djibouti,1979-01-01T00:00:00.000000+00:00,0.97
Dominica,1979-01-01T00:00:00.000000+00:00,0.487
Denmark,1979-01-01T00:00:00.000000+00:00,11.8
Dominican Republic,1979-01-01T00:00:00.000000+00:00,1.11
Algeria,1979-01-01T00:00:00.000000+00:00,3.46
Ecuador,1979-01-01T00:00:00.000000+00:00,1.68
Egypt,1979-01-01T00:00:00.000000+00:00,1.04
Eritrea,1979-01-01T00:00:00.000000+00:00,
Spain,1979-01-01T00:00:00.000000+00:00,5.68
Estonia,1979-01-01T00:00:00.000000+00:00,17.2
Ethiopia,1979-01-01T00:00:00.000000+00:00,0.0518
Finland,1979-01-01T00:00:00.000000+00:00,12.2
Fiji,1979-01-01T00:00:00.000000+00:00,1.25
France,1979-01-01T00:00:00.000000+00:00,9.4
"Micronesia, Fed. Sts.",1979-01-01T00:00:00.000000+00:00,
Gabon,1979-01-01T00:00:00.000000+00:00,9.13
United Kingdom,1979-01-01T00:00:00.000000+00:00,10.3
Georgia,1979-01-01T00:00:00.000000+00:00,5.31
Ghana,1979-01-01T00:00:00.000000+00:00,0.231
Guinea,1979-01-01T00:00:00.000000+00:00,0.198
Gambia,1979-01-01T00:00:00.000000+00:00,0.247
Guinea-Bissau,1979-01-01T00:00:00.000000+00:00,0.188
Equatorial Guinea,1979-01-01T00:00:00.000000+00:00,0.235
Greece,1979-01-01T00:00:00.000000+00:00,5.29
Grenada,1979-01-01T00:00:00.000000+00:00,0.535
Guatemala,1979-01-01T00:00:00.000000+00:00,0.617
Guyana,1979-01-01T00:00:00.000000+00:00,2.29
"Hong Kong, China",1979-01-01T00:00:00.000000+00:00,3.41
Honduras,1979-01-01T00:00:00.000000+00:00,0.556
Croatia,1979-01-01T00:00:00.000000+00:00,3.82
Haiti,1979-01-01T00:00:00.000000+00:00,0.132
Hungary,1979-01-01T00:00:00.000000+00:00,8.07
Indonesia,1979-01-01T00:00:00.000000+00:00,0.644
India,1979-01-01T00:00:00.000000+00:00,0.447
Ireland,1979-01-01T00:00:00.000000+00:00,7.77
Iran,1979-01-01T00:00:00.000000+00:00,3.12
Iraq,1979-01-01T00:00:00.000000+00:00,3.32
Iceland,1979-01-01T00:00:00.000000+00:00,8.16
Israel,1979-01-01T00:00:00.000000+00:00,5.67
Italy,1979-01-01T00:00:00.000000+00:00,6.86
Jamaica,1979-01-01T00:00:00.000000+00:00,3.91
Jordan,1979-01-01T00:00:00.000000+00:00,1.98
Japan,1979-01-01T00:00:00.000000+00:00,8.03
Kazakhstan,1979-01-01T00:00:00.000000+00:00,15.1
Kenya,1979-01-01T00:00:00.000000+00:00,0.375
Kyrgyz Republic,1979-01-01T00:00:00.000000+00:00,5.71
Cambodia,1979-01-01T00:00:00.000000+00:00,0.0427
Kiribati,1979-01-01T00:00:00.000000+00:00,0.495
St. Kitts and Nevis,1979-01-01T00:00:00.000000+00:00,
South Korea,1979-01-01T00:00:00.000000+00:00,3.55
Kuwait,1979-01-01T00:00:00.000000+00:00,18.0
Lao,1979-01-01T00:00:00.000000+00:00,0.0574
Lebanon,1979-01-01T00:00:00.000000+00:00,2.28
Liberia,1979-01-01T00:00:00.000000+00:00,1.1
Libya,1979-01-01T00:00:00.000000+00:00,8.33
St. Lucia,1979-01-01T00:00:00.000000+00:00,0.965
Liechtenstein,1979-01-01T00:00:00.000000+00:00,
Sri Lanka,1979-01-01T00:00:00.000000+00:00,0.226
Lesotho,1979-01-01T00:00:00.000000+00:00,
Lithuania,1979-01-01T00:00:00.000000+00:00,8.92
Luxembourg,1979-01-01T00:00:00.000000+00:00,30.5
Latvia,1979-01-01T00:00:00.000000+00:00,6.43
Morocco,1979-01-01T00:00:00.000000+00:00,0.797
Moldova,1979-01-01T00:00:00.000000+00:00,6.69
Madagascar,1979-01-01T00:00:00.000000+00:00,0.185
Maldives,1979-01-01T00:00:00.000000+00:00,0.278
Mexico,1979-01-01T00:00:00.000000+00:00,3.96
Marshall Islands,1979-01-01T00:00:00.000000+00:00,
North Macedonia,1979-01-01T00:00:00.000000+00:00,6.14
Mali,1979-01-01T00:00:00.000000+00:00,0.0552
Malta,1979-01-01T00:00:00.000000+00:00,3.09
Myanmar,1979-01-01T00:00:00.000000+00:00,0.161
Montenegro,1979-01-01T00:00:00.000000+00:00,2.74
Mongolia,1979-01-01T00:00:00.000000+00:00,4.06
Mozambique,1979-01-01T00:00:00.000000+00:00,0.275
Mauritania,1979-01-01T00:00:00.000000+00:00,0.409
Mauritius,1979-01-01T00:00:00.000000+00:00,0.611
Malawi,1979-01-01T00:00:00.000000+00:00,0.113
Malaysia,1979-01-01T00:00:00.000000+00:00,2.03
Namibia,1979-01-01T00:00:00.000000+00:00,
Niger,1979-01-01T00:00:00.000000+00:00,0.0953
Nigeria,1979-01-01T00:00:00.000000+00:00,0.927
Nicaragua,1979-01-01T00:00:00.000000+00:00,0.62
Netherlands,1979-01-01T00:00:00.000000+00:00,12.5
Norway,1979-01-01T00:00:00.000000+00:00,7.81
Nepal,1979-01-01T00:00:00.000000+00:00,0.0361
Nauru,1979-01-01T00:00:00.000000+00:00,16.1
New Zealand,1979-01-01T00:00:00.000000+00:00,5.56
Oman,1979-01-01T00:00:00.000000+00:00,5.24
Pakistan,1979-01-01T00:00:00.000000+00:00,0.409
Panama,1979-01-01T00:00:00.000000+00:00,1.57
Peru,1979-01-01T00:00:00.000000+00:00,1.37
Philippines,1979-01-01T00:00:00.000000+00:00,0.779
Palau,1979-01-01T00:00:00.000000+00:00,
Papua New Guinea,1979-01-01T00:00:00.000000+00:00,0.512
Poland,1979-01-01T00:00:00.000000+00:00,13.0
North Korea,1979-01-01T00:00:00.000000+00:00,6.53
Portugal,1979-01-01T00:00:00.000000+00:00,2.75
Paraguay,1979-01-01T00:00:00.000000+00:00,0.467
Palestine,1979-01-01T00:00:00.000000+00:00,
Qatar,1979-01-01T00:00:00.000000+00:00,58.5
Romania,1979-01-01T00:00:00.000000+00:00,8.68
Russia,1979-01-01T00:00:00.000000+00:00,15.5
Rwanda,1979-01-01T00:00:00.000000+00:00,0.0961
Saudi Arabia,1979-01-01T00:00:00.000000+00:00,17.5
Sudan,1979-01-01T00:00:00.000000+00:00,0.236
Senegal,1979-01-01T00:00:00.000000+00:00,0.598
Singapore,1979-01-01T00:00:00.000000+00:00,13.0
Solomon Islands,1979-01-01T00:00:00.000000+00:00,0.445
Sierra Leone,1979-01-01T00:00:00.000000+00:00,0.18
El Salvador,1979-01-01T00:00:00.000000+00:00,0.462
Somalia,1979-01-01T00:00:00.000000+00:00,0.13
Serbia,1979-01-01T00:00:00.000000+00:00,5.25
South Sudan,1979-01-01T00:00:00.000000+00:00,0.0694
Sao Tome and Principe,1979-01-01T00:00:00.000000+00:00,0.421
Suriname,1979-01-01T00:00:00.000000+00:00,6.6
Slovak Republic,1979-01-01T00:00:00.000000+00:00,11.9
Slovenia,1979-01-01T00:00:00.000000+00:00,7.23
Sweden,1979-01-01T00:00:00.000000+00:00,8.63
Eswatini,1979-01-01T00:00:00.000000+00:00,0.792
Seychelles,1979-01-01T00:00:00.000000+00:00,1.44
Syria,1979-01-01T00:00:00.000000+00:00,2.32
Chad,1979-01-01T00:00:00.000000+00:00,0.0463
Togo,1979-01-01T00:00:00.000000+00:00,0.292
Thailand,1979-01-01T00:00:00.000000+00:00,0.844
Tajikistan,1979-01-01T00:00:00.000000+00:00,2.51
Turkmenistan,1979-01-01T00:00:00.000000+00:00,13.8
Timor-Leste,1979-01-01T00:00:00.000000+00:00,
Tonga,1979-01-01T00:00:00.000000+00:00,0.434
Trinidad and Tobago,1979-01-01T00:00:00.000000+00:00,15.6
Tunisia,1979-01-01T00:00:00.000000+00:00,1.49
Turkey,1979-01-01T00:00:00.000000+00:00,1.71
Tuvalu,1979-01-01T00:00:00.000000+00:00,
Taiwan,1979-01-01T00:00:00.000000+00:00,4.65
Tanzania,1979-01-01T00:00:00.000000+00:00,0.101
Uganda,1979-01-01T00:00:00.000000+00:00,0.0504
Ukraine,1979-01-01T00:00:00.000000+00:00,12.9
Uruguay,1979-01-01T00:00:00.000000+00:00,2.0
United States,1979-01-01T00:00:00.000000+00:00,20.6
Uzbekistan,1979-01-01T00:00:00.000000+00:00,6.69
St. Vincent and the Grenadines,1979-01-01T00:00:00.000000+00:00,0.365
Venezuela,1979-01-01T00:00:00.000000+00:00,5.97
Vietnam,1979-01-01T00:00:00.000000+00:00,0.309
Vanuatu,1979-01-01T00:00:00.000000+00:00,0.539
Samoa,1979-01-01T00:00:00.000000+00:00,0.637
Yemen,1979-01-01T00:00:00.000000+00:00,0.418
South Africa,1979-01-01T00:00:00.000000+00:00,8.0
Zambia,1979-01-01T00:00:00.000000+00:00,0.603
Zimbabwe,1979-01-01T00:00:00.000000+00:00,1.3
Afghanistan,1980-01-01T00:00:00.000000+00:00,0.15
Angola,1980-01-01T00:00:00.000000+00:00,0.61
Albania,1980-01-01T00:00:00.000000+00:00,2.68
Andorra,1980-01-01T00:00:00.000000+00:00,
United Arab Emirates,1980-01-01T00:00:00.000000+00:00,33.6
Argentina,1980-01-01T00:00:00.000000+00:00,3.6
Armenia,1980-01-01T00:00:00.000000+00:00,5.46
Antigua and Barbuda,1980-01-01T00:00:00.000000+00:00,1.72
Australia,1980-01-01T00:00:00.000000+00:00,15.6
Austria,1980-01-01T00:00:00.000000+00:00,7.35
Azerbaijan,1980-01-01T00:00:00.000000+00:00,7.85
Burundi,1980-01-01T00:00:00.000000+00:00,0.037
Belgium,1980-01-01T00:00:00.000000+00:00,12.5
Benin,1980-01-01T00:00:00.000000+00:00,0.109
Burkina Faso,1980-01-01T00:00:00.000000+00:00,0.0798
Bangladesh,1980-01-01T00:00:00.000000+00:00,0.0965
Bulgaria,1980-01-01T00:00:00.000000+00:00,9.0
Bahrain,1980-01-01T00:00:00.000000+00:00,22.8
Bahamas,1980-01-01T00:00:00.000000+00:00,13.0
Bosnia and Herzegovina,1980-01-01T00:00:00.000000+00:00,4.15
Belarus,1980-01-01T00:00:00.000000+00:00,11.1
Belize,1980-01-01T00:00:00.000000+00:00,1.24
Bolivia,1980-01-01T00:00:00.000000+00:00,0.84
Brazil,1980-01-01T00:00:00.000000+00:00,1.38
Barbados,1980-01-01T00:00:00.000000+00:00,2.71
Brunei,1980-01-01T00:00:00.000000+00:00,7.35
Bhutan,1980-01-01T00:00:00.000000+00:00,0.0614
Botswana,1980-01-01T00:00:00.000000+00:00,1.08
Central African Republic,1980-01-01T00:00:00.000000+00:00,0.0599
Canada,1980-01-01T00:00:00.000000+00:00,17.4
Switzerland,1980-01-01T00:00:00.000000+00:00,6.17
Chile,1980-01-01T00:00:00.000000+00:00,2.1
China,1980-01-01T00:00:00.000000+00:00,1.42
Cote d'Ivoire,1980-01-01T00:00:00.000000+00:00,0.461
Cameroon,1980-01-01T00:00:00.000000+00:00,0.599
"Congo, Dem. Rep.",1980-01-01T00:00:00.000000+00:00,0.139
"Congo, Rep.",1980-01-01T00:00:00.000000+00:00,0.257
Colombia,1980-01-01T00:00:00.000000+00:00,1.61
Comoros,1980-01-01T00:00:00.000000+00:00,0.15
Cape Verde,1980-01-01T00:00:00.000000+00:00,0.114
Costa Rica,1980-01-01T00:00:00.000000+00:00,0.911
Cuba,1980-01-01T00:00:00.000000+00:00,3.3
Cyprus,1980-01-01T00:00:00.000000+00:00,4.49
Czech Republic,1980-01-01T00:00:00.000000+00:00,17.6
Germany,1980-01-01T00:00:00.000000+00:00,13.4
Djibouti,1980-01-01T00:00:00.000000+00:00,0.802
Dominica,1980-01-01T00:00:00.000000+00:00,0.487
Denmark,1980-01-01T00:00:00.000000+00:00,10.1
Dominican Republic,1980-01-01T00:00:00.000000+00:00,1.03
Algeria,1980-01-01T00:00:00.000000+00:00,2.34
Ecuador,1980-01-01T00:00:00.000000+00:00,2.03
Egypt,1980-01-01T00:00:00.000000+00:00,1.15
Eritrea,1980-01-01T00:00:00.000000+00:00,
Spain,1980-01-01T00:00:00.000000+00:00,5.43
Estonia,1980-01-01T00:00:00.000000+00:00,16.8
Ethiopia,1980-01-01T00:00:00.000000+00:00,0.0517
Finland,1980-01-01T00:00:00.000000+00:00,10.7
Fiji,1980-01-01T00:00:00.000000+00:00,1.66
France,1980-01-01T00:00:00.000000+00:00,8.42
"Micronesia, Fed. Sts.",1980-01-01T00:00:00.000000+00:00,
Gabon,1980-01-01T00:00:00.000000+00:00,8.82
United Kingdom,1980-01-01T00:00:00.000000+00:00,9.98
Georgia,1980-01-01T00:00:00.000000+00:00,5.18
Ghana,1980-01-01T00:00:00.000000+00:00,0.267
Guinea,1980-01-01T00:00:00.000000+00:00,0.199
Gambia,1980-01-01T00:00:00.000000+00:00,0.24
Guinea-Bissau,1980-01-01T00:00:00.000000+00:00,0.18
Equatorial Guinea,1980-01-01T00:00:00.000000+00:00,0.264
Greece,1980-01-01T00:00:00.000000+00:00,5.16
Grenada,1980-01-01T00:00:00.000000+00:00,0.648
Guatemala,1980-01-01T00:00:00.000000+00:00,0.529
Guyana,1980-01-01T00:00:00.000000+00:00,2.3
"Hong Kong, China",1980-01-01T00:00:00.000000+00:00,3.75
Honduras,1980-01-01T00:00:00.000000+00:00,0.478
Croatia,1980-01-01T00:00:00.000000+00:00,4.13
Haiti,1980-01-01T00:00:00.000000+00:00,0.132
Hungary,1980-01-01T00:00:00.000000+00:00,8.05
Indonesia,1980-01-01T00:00:00.000000+00:00,0.665
India,1980-01-01T00:00:00.000000+00:00,0.472
Ireland,1980-01-01T00:00:00.000000+00:00,7.62
Iran,1980-01-01T00:00:00.000000+00:00,2.8
Iraq,1980-01-01T00:00:00.000000+00:00,2.27
Iceland,1980-01-01T00:00:00.000000+00:00,7.58
Israel,1980-01-01T00:00:00.000000+00:00,5.58
Italy,1980-01-01T00:00:00.000000+00:00,6.65
Jamaica,1980-01-01T00:00:00.000000+00:00,3.38
Jordan,1980-01-01T00:00:00.000000+00:00,2.37
Japan,1980-01-01T00:00:00.000000+00:00,7.81
Kazakhstan,1980-01-01T00:00:00.000000+00:00,14.7
Kenya,1980-01-01T00:00:00.000000+00:00,0.38
Kyrgyz Republic,1980-01-01T00:00:00.000000+00:00,5.49
Cambodia,1980-01-01T00:00:00.000000+00:00,0.0445
Kiribati,1980-01-01T00:00:00.000000+00:00,0.488
St. Kitts and Nevis,1980-01-01T00:00:00.000000+00:00,1.28
South Korea,1980-01-01T00:00:00.000000+00:00,3.62
Kuwait,1980-01-01T00:00:00.000000+00:00,17.5
Lao,1980-01-01T00:00:00.000000+00:00,0.0452
Lebanon,1980-01-01T00:00:00.000000+00:00,2.25
Liberia,1980-01-01T00:00:00.000000+00:00,1.01
Libya,1980-01-01T00:00:00.000000+00:00,8.57
St. Lucia,1980-01-01T00:00:00.000000+00:00,0.798
Liechtenstein,1980-01-01T00:00:00.000000+00:00,
Sri Lanka,1980-01-01T00:00:00.000000+00:00,0.262
Lesotho,1980-01-01T00:00:00.000000+00:00,
Lithuania,1980-01-01T00:00:00.000000+00:00,8.71
Luxembourg,1980-01-01T00:00:00.000000+00:00,26.1
Latvia,1980-01-01T00:00:00.000000+00:00,6.29
Morocco,1980-01-01T00:00:00.000000+00:00,0.773
Moldova,1980-01-01T00:00:00.000000+00:00,6.5
Madagascar,1980-01-01T00:00:00.000000+00:00,0.114
Maldives,1980-01-01T00:00:00.000000+00:00,0.291
Mexico,1980-01-01T00:00:00.000000+00:00,4.09
Marshall Islands,1980-01-01T00:00:00.000000+00:00,
North Macedonia,1980-01-01T00:00:00.000000+00:00,6.63
Mali,1980-01-01T00:00:00.000000+00:00,0.0546
Malta,1980-01-01T00:00:00.000000+00:00,3.42
Myanmar,1980-01-01T00:00:00.000000+00:00,0.161
Montenegro,1980-01-01T00:00:00.000000+00:00,2.94
Mongolia,1980-01-01T00:00:00.000000+00:00,3.82
Mozambique,1980-01-01T00:00:00.000000+00:00,0.208
Mauritania,1980-01-01T00:00:00.000000+00:00,0.4
Mauritius,1980-01-01T00:00:00.000000+00:00,0.555
Malawi,1980-01-01T00:00:00.000000+00:00,0.0939
Malaysia,1980-01-01T00:00:00.000000+00:00,2.19
Namibia,1980-01-01T00:00:00.000000+00:00,
